TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CLAIM_STATUS,INCIDENT_SEVERITY,RISK_SEGMENTATION,CUSTOMER_STATE,INCIDENT_STATE,INCIDENT_CITY,AGE,EMPLOYMENT_STATUS,AGENT_ID,AGENT_NAME,AGENT_CITY,AGENT_STATE,VENDOR_ID,VENDOR_NAME,VENDOR_CITY,VENDOR_STATE
2020-12-19 00:00:00,TXN00005011,A00004929,PLC00005112,2015-11-04,2020-12-03,2020-12-08,Motor,139.49,8000,A,Minor Loss,L,TN,MA,Oak Bluffs,56,Y,AGENT00670,Susan Sanders,Manchester,CT,,,,
2020-12-19 00:00:00,TXN00005012,A00007948,PLC00007338,2010-09-26,2020-12-15,2020-12-16,Mobile,11.6,600,A,Total Loss,H,DC,AK,Anchorage,64,Y,AGENT01013,Brittany Hull,Annapolis,MD,,,,
2020-12-19 00:00:00,TXN00005013,A00007643,PLC00001667,2017-01-11,2020-12-06,2020-12-11,Mobile,10.26,500,A,Major Loss,L,DC,MD,Crofton,39,Y,AGENT01177,Jeffrey Merrell,Louisville,KY,VNDR00492,Hunter PLC,Louisville,KY
2020-12-19 00:00:00,TXN00005014,A00009000,PLC00006771,2018-03-02,2020-12-01,2020-12-06,Motor,111.48,9000,D,Major Loss,M,AR,AZ,Glendale,50,Y,AGENT00722,Kim Coll,Barre,VT,VNDR00096,Villanueva Ltd,Arvada,CO
2020-12-19 00:00:00,TXN00005015,A00009826,PLC00003473,2010-12-20,2020-12-10,2020-12-13,Health,183.37,19000,A,Major Loss,M,FL,OK,Norman,54,Y,AGENT00356,Helen Goldman,Waddell,AZ,VNDR00112,"Sellers, Thompson and Mcdonald",Youngstown,FL
2020-12-19 00:00:00,TXN00005016,A00001154,PLC00001343,2012-05-05,2020-11-30,2020-12-05,Travel,90.2,1000,D,Total Loss,M,CT,FL,Panama City,63,Y,AGENT01110,Bryan Rasmussen,Louisville,KY,,,,
2020-12-19 00:00:00,TXN00005017,A00004827,PLC00007831,2016-04-19,2020-12-15,2020-12-16,Life,96.36,54000,A,Major Loss,M,AZ,MD,Crofton,62,Y,AGENT00354,Steven Reed,Waddell,AZ,VNDR00009,"Flores, Haas and Fox",Arvada,CO
2020-12-19 00:00:00,TXN00005018,A00001590,PLC00005300,2012-03-17,2020-12-09,2020-12-12,Travel,58.06,2000,A,Total Loss,L,AL,VT,Rutland,53,Y,AGENT00745,Paul Yocom,Louisville,KY,VNDR00135,Shields-Bush,Savannah,GA
2020-12-19 00:00:00,TXN00005019,A00000544,PLC00003613,2012-04-18,2020-11-30,2020-12-05,Mobile,10.75,600,A,Major Loss,M,MD,AK,Anchorage,62,Y,AGENT00217,Deborah Zeller,Fayetteville,AR,,,,
2020-12-19 00:00:00,TXN00005020,A00008602,PLC00001749,2010-09-04,2020-12-09,2020-12-12,Property,104.49,31000,A,Total Loss,L,OK,CA,Berkeley,49,Y,AGENT00829,Loretta Ramos,Manchester,CT,VNDR00096,Villanueva Ltd,Arvada,CO
2020-12-19 00:00:00,TXN00005021,A00001406,PLC00002871,2016-08-08,2020-12-03,2020-12-08,Life,75.88,65000,A,Total Loss,L,CA,KY,Louisville,41,Y,AGENT00682,Michael Ortiz,Anchorage,AK,VNDR00323,"Lynn, Smith and Nelson",Athol,MA
2020-12-19 00:00:00,TXN00005022,A00002539,PLC00003540,2010-07-11,2020-11-30,2020-12-05,Motor,121.21,6000,A,Major Loss,L,AL,MA,Westport,33,Y,AGENT00878,Lori Creamer,Mexico Beach,FL,VNDR00374,Young-Kelley,Anchorage,AK
2020-12-19 00:00:00,TXN00005023,A00008141,PLC00004387,2010-07-12,2020-12-08,2020-12-13,Motor,117.67,9000,A,Minor Loss,L,FL,AL,Montgomery,32,Y,AGENT00078,Shane Mclarty,Mountain View,CA,VNDR00546,Peterson-Mayo,Midwest City,OK
2020-12-19 00:00:00,TXN00005024,A00000650,PLC00003445,2013-05-06,2020-11-29,2020-12-04,Travel,70.81,1000,A,Minor Loss,L,AL,AZ,Glendale,58,Y,AGENT00726,Phil Murat,Windsor,VT,,,,
2020-12-19 00:00:00,TXN00005025,A00002517,PLC00003456,2012-06-29,2020-12-12,2020-12-14,Health,117.19,20000,A,Major Loss,M,CT,DC,Washington,30,Y,AGENT00826,Brian Hansen,Woburn,MA,VNDR00109,Hudson PLC,Pasadena,MD
2020-12-19 00:00:00,TXN00005026,A00005680,PLC00008082,2012-11-21,2020-11-30,2020-12-05,Motor,117.63,1000,A,Major Loss,H,FL,AZ,Glendale,42,Y,AGENT00949,William Brunson,Colchester,VT,VNDR00100,Lamb-Campbell,Nashville,TN
2020-12-19 00:00:00,TXN00005027,A00001903,PLC00008841,2014-01-23,2020-12-02,2020-12-07,Life,65.16,93000,A,Total Loss,M,AR,CT,Manchester,30,Y,AGENT00483,Simone Linstrom,Mesa,AZ,,,,
2020-12-19 00:00:00,TXN00005028,A00002992,PLC00007508,2015-10-23,2020-12-13,2020-12-15,Travel,99.56,5000,A,Total Loss,H,CA,DC,Washington,26,Y,AGENT00723,Thomas Phariss,Montgomery,AL,VNDR00221,Moore-Bradley,Marblehead,MA
2020-12-19 00:00:00,TXN00005029,A00007990,PLC00008739,2019-11-24,2020-12-03,2020-12-08,Health,177.78,10000,D,Total Loss,M,KY,FL,Panama City,50,Y,AGENT01137,Dominique Martin,Nashville,TN,VNDR00451,"Hicks, Patton and Cook",Anchorage,AK
2020-12-19 00:00:00,TXN00005030,A00002466,PLC00000879,2013-04-11,2020-12-13,2020-12-15,Health,144.12,20000,A,Minor Loss,M,FL,MD,Shady Side,39,Y,AGENT00788,Casey Bachman,Auburn,MA,VNDR00422,"Martin, Cole and Williams",Arvada,CO
2020-12-19 00:00:00,TXN00005031,A00001195,PLC00007350,2010-06-17,2020-12-12,2020-12-14,Motor,82.89,2000,A,Major Loss,L,MA,OK,Harrah,44,Y,AGENT01070,John Dishon,Arvada,CO,VNDR00046,Anderson Inc,Montgomery,AL
2020-12-19 00:00:00,TXN00005032,A00008192,PLC00000830,2016-11-26,2020-12-16,2020-12-16,Health,112.24,4000,A,Minor Loss,M,GA,AL,Montgomery,31,Y,AGENT00097,Walter Wetzel,Montgomery,AL,VNDR00415,Wells Group,Manchester,CT
2020-12-19 00:00:00,TXN00005033,A00003451,PLC00001047,2018-10-25,2020-12-01,2020-12-06,Health,123.72,6000,A,Total Loss,L,MD,AK,Anchorage,53,Y,AGENT00274,Jenny Blessing,Thetford,VT,VNDR00511,"Miller, Williams and Mcgee",Anchorage,AK
2020-12-19 00:00:00,TXN00005034,A00000472,PLC00003218,2012-01-27,2020-12-04,2020-12-09,Mobile,8.63,100,A,Major Loss,L,CO,GA,Savannah,35,Y,AGENT00864,Christopher Knopp,Farmington,AR,VNDR00153,"Payne, Johnson and Cox",Nashville,TN
2020-12-19 00:00:00,TXN00005035,A00002987,PLC00000507,2018-03-27,2020-12-14,2020-12-15,Health,103.53,19000,A,Total Loss,M,AL,FL,Panama City Beach,34,Y,AGENT00436,Edward Ferguson,Mexico Beach,FL,VNDR00077,Bartlett-Winters,Savannah,GA
2020-12-19 00:00:00,TXN00005036,A00006168,PLC00007735,2018-02-18,2020-12-04,2020-12-09,Travel,63.99,2000,A,Major Loss,M,CA,AL,Montgomery,38,N,AGENT00992,James Velasco,Edmond,OK,VNDR00064,Hill Ltd,Moore,OK
2020-12-19 00:00:00,TXN00005037,A00008112,PLC00005902,2015-03-12,2020-12-15,2020-12-16,Mobile,10.44,500,A,Minor Loss,L,KY,AK,Anchorage,38,Y,AGENT00237,Julie Matthews,Pasadena,MD,VNDR00511,"Miller, Williams and Mcgee",Anchorage,AK
2020-12-20 00:00:00,TXN00005038,A00007780,PLC00007852,2016-01-28,2020-12-05,2020-12-10,Mobile,10.87,500,A,Major Loss,H,AZ,TN,Nashville,60,Y,AGENT00994,Geraldine Lopez,Arvada,CO,VNDR00535,French and Sons,San Leandro,CA
2020-12-20 00:00:00,TXN00005039,A00002471,PLC00005417,2016-03-30,2020-12-07,2020-12-12,Motor,76.14,7000,A,Total Loss,H,DC,CA,Sacramento,57,Y,AGENT00035,David Dolan,Carson,CA,VNDR00232,"Myers, Hayes and Jones",Savannah,GA
2020-12-20 00:00:00,TXN00005040,A00002707,PLC00001443,2013-03-26,2020-12-19,2020-12-19,Travel,86.44,1000,A,Minor Loss,L,CO,OK,Norman,43,Y,AGENT01162,James Martinez,Nashville,TN,VNDR00437,Hanson Inc,Fayetteville,AR
2020-12-20 00:00:00,TXN00005041,A00001774,PLC00002573,2014-04-20,2020-12-13,2020-12-15,Travel,50.84,3000,A,Major Loss,M,MA,AZ,Glendale,33,Y,AGENT00943,Jessica Perkins,Panama City Beach,FL,VNDR00192,Lewis-Campbell,Nashville,TN
2020-12-20 00:00:00,TXN00005042,A00008511,PLC00008918,2019-04-10,2020-12-12,2020-12-15,Property,90.94,10000,A,Minor Loss,M,CO,GA,Port Wentworth,34,Y,AGENT01000,Rodney Iles,Poultney,VT,VNDR00012,"Robertson, Perkins and Walton",Nashville,TN
2020-12-20 00:00:00,TXN00005043,A00002665,PLC00005732,2012-07-28,2020-12-14,2020-12-16,Motor,74.98,9000,A,Minor Loss,M,MD,OK,Oklahoma City,41,Y,AGENT00671,Stacy Bird,Savannah,GA,VNDR00503,Williams Inc,Manchester,CT
2020-12-20 00:00:00,TXN00005044,A00004521,PLC00002147,2014-09-24,2020-12-12,2020-12-15,Mobile,11.69,100,A,Major Loss,M,CT,AL,Montgomery,59,Y,AGENT00466,Mary Beals,Oklahoma City,OK,VNDR00138,Hayden Inc,McCrory,AR
2020-12-20 00:00:00,TXN00005045,A00009596,PLC00003597,2012-10-22,2020-12-07,2020-12-12,Motor,95.63,1000,A,Minor Loss,L,MA,KY,Louisville,54,Y,AGENT00104,Howard Carter,Anchorage,AK,VNDR00075,Blackwell-Foster,Nashville,TN
2020-12-20 00:00:00,TXN00005046,A00006329,PLC00004380,2019-11-09,2020-12-16,2020-12-17,Motor,115.86,10000,A,Minor Loss,L,CT,CA,Livermore,29,Y,AGENT00457,Chester Kuehn,Lynn Haven,FL,,,,
2020-12-20 00:00:00,TXN00005047,A00004497,PLC00007442,2010-09-10,2020-12-16,2020-12-17,Health,105.82,19000,A,Minor Loss,M,AZ,CA,Olivehurst,58,Y,AGENT00463,Randy Preston,Castro Valley,CA,,,,
2020-12-20 00:00:00,TXN00005048,A00008025,PLC00008929,2012-02-16,2020-12-04,2020-12-09,Travel,65.08,4000,A,Minor Loss,M,MD,CA,San Leandro,37,Y,AGENT00176,Oscar Reinke,Manchester,CT,VNDR00251,Sanchez LLC,Manchester,CT
2020-12-20 00:00:00,TXN00005049,A00008403,PLC00004998,2013-06-03,2020-12-09,2020-12-14,Property,153.49,20000,A,Major Loss,L,DC,AZ,Glendale,26,Y,AGENT00368,Helen Curry,Montgomery,AL,VNDR00078,Young Ltd,Redding,CA
2020-12-20 00:00:00,TXN00005050,A00009850,PLC00007105,2014-12-30,2020-12-07,2020-12-12,Mobile,6.62,600,A,Total Loss,M,MA,GA,Savannah,39,Y,AGENT00723,Thomas Phariss,Montgomery,AL,VNDR00292,Wilson and Sons,Savannah,GA
2020-12-20 00:00:00,TXN00005051,A00008162,PLC00005979,2015-04-15,2020-12-13,2020-12-15,Life,79.53,15000,A,Minor Loss,L,AZ,AK,Anchorage,59,N,AGENT01186,Peggie Green,Nashville,TN,VNDR00115,"King, Novak and Perez",Montgomery,AL
2020-12-20 00:00:00,TXN00005052,A00008636,PLC00007569,2018-09-04,2020-12-04,2020-12-09,Health,161.21,7000,A,Major Loss,L,OK,CA,Fremont,31,Y,AGENT00996,Lisa Jones,Panama City,FL,VNDR00479,White-Mcintosh,Oklahoma City,OK
2020-12-20 00:00:00,TXN00005053,A00001759,PLC00002814,2016-10-04,2020-12-12,2020-12-15,Health,153.15,3000,A,Major Loss,M,OK,FL,Panama City,48,Y,AGENT00720,Margaret Collier,Manchester,CT,,,,
2020-12-20 00:00:00,TXN00005054,A00004727,PLC00009490,2011-05-27,2020-12-18,2020-12-18,Health,173.06,17000,A,Total Loss,M,AR,KY,Louisville,29,Y,AGENT00225,Judith Piacente,Manchester,CT,VNDR00185,"Harmon, Manning and Bradley",Annapolis,MD
2020-12-20 00:00:00,TXN00005055,A00000786,PLC00004069,2013-06-17,2020-12-15,2020-12-16,Mobile,10.13,600,A,Total Loss,L,VT,CT,Manchester,52,Y,AGENT01057,Boyd Christie,Montgomery,AL,,,,
2020-12-21 00:00:00,TXN00005056,A00002282,PLC00002306,2011-01-07,2020-12-04,2020-12-09,Motor,102.29,3000,A,Total Loss,M,TN,FL,Panama City,36,N,AGENT00830,John Barnum,Oklahoma City,OK,VNDR00221,Moore-Bradley,Marblehead,MA
2020-12-21 00:00:00,TXN00005057,A00001621,PLC00003437,2016-12-30,2020-12-11,2020-12-14,Health,152.61,5000,D,Minor Loss,L,AZ,AR,Fayetteville,63,Y,AGENT00921,Alex Erps,Anchorage,AK,VNDR00457,Kramer and Sons,Glendale,AZ
2020-12-21 00:00:00,TXN00005058,A00005599,PLC00000416,2011-02-27,2020-12-04,2020-12-09,Life,71.1,12000,A,Major Loss,M,MA,CO,Greeley,48,Y,AGENT00461,Michael Braddock,Quincy,MA,VNDR00047,Solis-Morales,Crofton,MD
2020-12-21 00:00:00,TXN00005059,A00004402,PLC00003265,2011-09-20,2020-12-11,2020-12-14,Life,97.17,18000,A,Minor Loss,M,GA,AR,Fayetteville,43,Y,AGENT00113,Ethel Cotton,Antioch,CA,VNDR00593,Walter Group,Louisville,KY
2020-12-21 00:00:00,TXN00005060,A00008595,PLC00002921,2014-10-23,2020-12-20,2020-12-20,Health,174.42,7000,A,Minor Loss,L,GA,AZ,Glendale,54,Y,AGENT00007,Michael Hoskins,Glendale,AZ,VNDR00183,"Johnson, Espinoza and Kelley",Louisville,KY
2020-12-21 00:00:00,TXN00005061,A00009296,PLC00009273,2014-04-18,2020-12-16,2020-12-17,Life,54.79,43000,A,Total Loss,M,CO,KY,Prospect,32,Y,AGENT00525,Don Ritchie,Rancho Palos Verdes,CA,,,,
2020-12-21 00:00:00,TXN00005062,A00006265,PLC00005169,2011-08-04,2020-12-02,2020-12-07,Life,64.82,71000,A,Major Loss,L,DC,AK,Anchorage,58,Y,AGENT00391,Bernice Mcneeley,Danville,VT,VNDR00275,Hardin and Sons,Nashville,TN
2020-12-21 00:00:00,TXN00005063,A00005375,PLC00007036,2018-07-11,2020-12-13,2020-12-16,Travel,88.83,3000,A,Major Loss,M,AR,AR,Fayetteville,54,Y,AGENT01142,Frank Kuss,Nashville,TN,VNDR00589,Mercer-Stuart,Panama City Beach,FL
2020-12-21 00:00:00,TXN00005064,A00000883,PLC00008449,2014-11-24,2020-12-16,2020-12-17,Life,79.26,76000,A,Minor Loss,M,AZ,KY,Louisville,29,Y,AGENT00599,James Miller,Norwood,MA,VNDR00163,Foster-Sanchez,Fremont,CA
2020-12-21 00:00:00,TXN00005065,A00000617,PLC00008496,2011-07-16,2020-12-08,2020-12-13,Travel,62.76,5000,A,Minor Loss,L,MD,AL,Calera,25,Y,AGENT00778,Bernice Ross,Dublin,CA,VNDR00243,"Alvarado, Garcia and Thomas",Fremont,CA
2020-12-21 00:00:00,TXN00005066,A00000036,PLC00003606,2018-05-11,2020-12-15,2020-12-17,Motor,103.98,8000,A,Major Loss,M,TN,CT,Manchester,44,Y,AGENT01118,William Leslie,Arvada,CO,VNDR00594,Stewart-Bennett,Savannah,GA
2020-12-21 00:00:00,TXN00005067,A00007294,PLC00003128,2013-02-10,2020-12-16,2020-12-17,Property,132.96,14000,A,Total Loss,L,CT,FL,Panama City Beach,47,Y,AGENT01140,Willie Smith,Panama City Beach,FL,VNDR00410,Fleming Group,,VT
2020-12-21 00:00:00,TXN00005068,A00007438,PLC00006990,2018-08-06,2020-12-05,2020-12-10,Travel,72.84,2000,A,Major Loss,L,CT,KY,Louisville,32,Y,AGENT01012,Shane Salazar,Nashville,TN,VNDR00153,"Payne, Johnson and Cox",Nashville,TN
2020-12-21 00:00:00,TXN00005069,A00006451,PLC00004110,2018-02-02,2020-12-10,2020-12-15,Mobile,9.07,200,A,Minor Loss,H,MD,AK,Anchorage,29,Y,AGENT00416,Todd Bell,Nashville,TN,,,,
2020-12-21 00:00:00,TXN00005070,A00004694,PLC00009521,2011-08-08,2020-12-18,2020-12-18,Property,123.37,21000,A,Major Loss,M,KY,TN,Nashville,48,Y,AGENT00330,Amy Ballance,Norman,OK,VNDR00066,Hart-Carpenter,Livermore,CA
2020-12-21 00:00:00,TXN00005071,A00000379,PLC00002165,2011-05-19,2020-12-03,2020-12-08,Mobile,6.36,600,A,Total Loss,M,CA,TN,Brentwood,47,Y,AGENT00304,Andrea Storey,Union City,CA,VNDR00493,"Rojas, Brown and Floyd",Arvada,CO
2020-12-21 00:00:00,TXN00005072,A00008950,PLC00008366,2012-09-18,2020-12-11,2020-12-14,Motor,138.89,9000,D,Major Loss,M,CO,AK,Anchorage,56,Y,AGENT01109,Rita Landes,Union City,CA,VNDR00520,"Kane, Beard and Cox",Arvada,CO
2020-12-21 00:00:00,TXN00005073,A00004401,PLC00003933,2013-01-04,2020-12-08,2020-12-13,Property,110.68,17000,A,Minor Loss,L,VT,AZ,Glendale,40,Y,AGENT00554,Daniel Benevides,Glen Burnie,MD,,,,
2020-12-21 00:00:00,TXN00005074,A00002196,PLC00000650,2011-07-14,2020-12-18,2020-12-18,Motor,134.15,8000,A,Major Loss,L,AZ,AK,Anchorage,44,Y,AGENT00284,Laura Carroll,Berkeley,CA,VNDR00222,Webb-Henderson,Fayetteville,AR
2020-12-21 00:00:00,TXN00005075,A00003323,PLC00007085,2016-07-28,2020-12-09,2020-12-14,Health,198.98,14000,A,Total Loss,L,AZ,CA,Hayward,35,Y,AGENT00586,Danny Morrison,Carlsbad,CA,VNDR00239,Brooks-Bowen,Oklahoma City,OK
2020-12-21 00:00:00,TXN00005076,A00007870,PLC00003450,2019-12-20,2020-12-09,2020-12-14,Property,141.17,34000,A,Major Loss,H,CT,CO,Arvada,42,Y,AGENT01047,Steven Jensen,San Leandro,CA,VNDR00420,"Miller, Duncan and Reynolds",Fremont,CA
2020-12-21 00:00:00,TXN00005077,A00009846,PLC00001233,2016-05-27,2020-12-01,2020-12-06,Property,121.15,26000,A,Minor Loss,L,CA,MA,Medford,28,Y,AGENT00271,John Krammes,Glendale,AZ,,,,
2020-12-21 00:00:00,TXN00005078,A00006007,PLC00001831,2012-07-17,2020-12-19,2020-12-19,Health,126.78,19000,A,Total Loss,M,CO,CO,Arvada,33,Y,AGENT00403,Thomas Cunha,Manchester,CT,VNDR00031,Johnson Ltd,Fayetteville,AR
2020-12-21 00:00:00,TXN00005079,A00006103,PLC00003835,2015-05-04,2020-12-02,2020-12-07,Travel,87.59,2000,A,Major Loss,L,AZ,KY,Louisville,26,Y,AGENT01113,Michael Snyder,Nashville,TN,VNDR00315,Hall-Anderson,Savannah,GA
2020-12-21 00:00:00,TXN00005080,A00005453,PLC00004732,2013-10-14,2020-12-08,2020-12-13,Motor,136.76,9000,A,Total Loss,M,MA,KY,Louisville,36,Y,AGENT00296,Vernon Stanfield,Pooler,GA,VNDR00168,"Miller, Bryant and Vega",Anchorage,AK
2020-12-21 00:00:00,TXN00005081,A00008340,PLC00000410,2015-07-02,2020-12-11,2020-12-14,Health,143.52,1000,A,Total Loss,L,MD,MD,Edgewater,60,Y,AGENT00530,Richard Schexnayder,Aptos,CA,VNDR00399,Collins-Stone,Savannah,GA
2020-12-21 00:00:00,TXN00005082,A00009393,PLC00007668,2017-01-17,2020-12-16,2020-12-17,Mobile,9.89,400,A,Major Loss,M,AK,FL,Mexico Beach,55,Y,AGENT00375,Robert Fulk,Edgewater,MD,VNDR00562,Stephens Group,Louisville,KY
2020-12-21 00:00:00,TXN00005083,A00005380,PLC00008758,2010-09-03,2020-12-06,2020-12-11,Life,61.07,98000,A,Major Loss,H,CA,AZ,Glendale,61,Y,AGENT00743,Roberto Wetzel,Anchorage,AK,VNDR00034,Davis and Sons,Louisville,KY
2020-12-21 00:00:00,TXN00005084,A00004835,PLC00001213,2017-11-13,2020-12-07,2020-12-12,Mobile,11.04,500,A,Minor Loss,M,DC,CO,Aurora,39,Y,AGENT00275,John Kirby,Savannah,GA,,,,
2020-12-21 00:00:00,TXN00005085,A00006927,PLC00000058,2014-08-14,2020-12-09,2020-12-14,Health,174.61,12000,A,Major Loss,L,MA,AL,Montgomery,58,Y,AGENT01070,John Dishon,Arvada,CO,,,,
2020-12-21 00:00:00,TXN00005086,A00006301,PLC00001732,2011-12-09,2020-12-14,2020-12-16,Motor,79.61,2000,A,Minor Loss,L,AL,AK,Anchorage,52,Y,AGENT00292,Agnes Alsip,Savannah,GA,,,,
2020-12-21 00:00:00,TXN00005087,A00008068,PLC00005869,2010-08-27,2020-12-03,2020-12-08,Property,136.16,33000,A,Major Loss,L,KY,GA,Savannah,31,Y,AGENT00972,Ruth Jordan,Pooler,GA,VNDR00221,Moore-Bradley,Marblehead,MA
2020-12-21 00:00:00,TXN00005088,A00000091,PLC00000778,2017-03-24,2020-12-17,2020-12-18,Health,189.75,18000,A,Total Loss,L,AL,MA,Dracut,47,Y,AGENT01031,Charles Whipps,Savannah,GA,VNDR00177,Castillo-Gates,Annapolis,MD
2020-12-21 00:00:00,TXN00005089,A00005165,PLC00001015,2017-07-12,2020-12-18,2020-12-18,Life,95.69,41000,A,Total Loss,M,MA,AK,Anchorage,29,Y,AGENT00210,Susan Morace,Washington,DC,,,,
2020-12-21 00:00:00,TXN00005090,A00005441,PLC00007982,2010-08-30,2020-12-17,2020-12-18,Life,74.46,46000,A,Total Loss,L,MD,AR,Fayetteville,29,Y,AGENT00813,Joshua Loftin,Manchester,CT,VNDR00575,Buck-Tran,Manchester,CT
2020-12-22 00:00:00,TXN00005091,A00006696,PLC00000613,2011-10-19,2020-12-02,2020-12-07,Motor,111.27,6000,A,Total Loss,M,MA,AR,Fayetteville,48,Y,AGENT00840,Sandra Hobbs,Mansfield,MA,VNDR00588,Jenkins Group,Tybee Island,GA
2020-12-22 00:00:00,TXN00005092,A00003938,PLC00001137,2014-02-21,2020-12-20,2020-12-20,Property,122.21,35000,A,Total Loss,M,TN,CO,Arvada,41,Y,AGENT00789,Alison Baron,Arvada,CO,VNDR00228,"Bell, Hernandez and Reynolds",Edmond,OK
2020-12-22 00:00:00,TXN00005093,A00008846,PLC00007998,2010-12-21,2020-12-13,2020-12-16,Life,89.94,49000,A,Major Loss,L,FL,CT,Manchester,31,Y,AGENT00865,Elena Perez,Anchorage,AK,VNDR00557,Bridges and Sons,Washington,DC
2020-12-22 00:00:00,TXN00005094,A00007772,PLC00008294,2016-12-28,2020-12-03,2020-12-08,Life,84.71,79000,A,Total Loss,M,FL,AR,Fayetteville,49,Y,AGENT00698,Noemi Guerrero,Glendale,AZ,,,,
2020-12-22 00:00:00,TXN00005095,A00003844,PLC00002622,2011-06-11,2020-12-16,2020-12-18,Life,79.62,58000,A,Total Loss,L,AL,VT,Burke,53,Y,AGENT00413,Amy Wangler,Nashville,TN,,,,
2020-12-22 00:00:00,TXN00005096,A00007934,PLC00003683,2018-11-11,2020-12-17,2020-12-18,Health,151.16,5000,A,Major Loss,M,CA,AZ,Glendale,35,Y,AGENT00565,Jonathan Onusko,Annapolis,MD,VNDR00530,Wilson-Rowland,Anchorage,AK
2020-12-22 00:00:00,TXN00005097,A00004286,PLC00004588,2016-06-19,2020-12-18,2020-12-19,Mobile,9.27,500,A,Major Loss,M,AZ,DC,Washington,28,Y,AGENT00036,Gregory Williamson,Odenton,MD,VNDR00084,Smith-Schwartz,Washington,DC
2020-12-22 00:00:00,TXN00005098,A00007589,PLC00002836,2014-09-18,2020-12-07,2020-12-12,Health,141.37,20000,A,Major Loss,L,TN,GA,Savannah,58,Y,AGENT00831,Chris Jenkins,Fremont,CA,VNDR00591,Hoffman-Roberts,Rancho Cordova,CA
2020-12-22 00:00:00,TXN00005099,A00005960,PLC00004120,2016-01-01,2020-12-19,2020-12-19,Travel,53.31,3000,A,Total Loss,M,MA,KY,Louisville,48,N,AGENT00766,Ellen Chon,Savannah,GA,VNDR00350,King Inc,Arvada,CO
2020-12-22 00:00:00,TXN00005100,A00001211,PLC00003734,2010-11-18,2020-12-10,2020-12-15,Health,154.25,13000,A,Minor Loss,L,TN,KY,Louisville,25,Y,AGENT00399,Olivia Bancroft,Oakland,CA,VNDR00224,"Davis, Terrell and Galloway",Bethany,OK
2020-12-22 00:00:00,TXN00005101,A00004918,PLC00003506,2014-11-30,2020-12-13,2020-12-16,Life,79.6,38000,A,Major Loss,L,MA,KY,Louisville,45,Y,AGENT01189,Bruce Matheny,Manchester,CT,VNDR00539,Anderson Inc,Telluride,CO
2020-12-22 00:00:00,TXN00005102,A00004270,PLC00001262,2019-08-28,2020-12-18,2020-12-19,Mobile,11.4,500,A,Major Loss,L,OK,GA,Savannah,54,Y,AGENT00329,James Gilmartin,Washington,DC,VNDR00428,"Carroll, Wheeler and Martinez",Groton,CT
2020-12-22 00:00:00,TXN00005103,A00004226,PLC00006706,2019-02-12,2020-12-20,2020-12-20,Health,153.41,4000,A,Minor Loss,L,OK,KY,Louisville,53,N,AGENT00822,Frederick Patterson,Annapolis,MD,VNDR00296,Robinson and Sons,Washington,DC
2020-12-22 00:00:00,TXN00005104,A00002636,PLC00005313,2013-05-12,2020-12-14,2020-12-17,Travel,57.44,5000,A,Major Loss,L,CT,AL,Montgomery,60,Y,AGENT00690,Robert Ward,Louisville,KY,,,,
2020-12-22 00:00:00,TXN00005105,A00004287,PLC00002530,2010-06-17,2020-12-05,2020-12-10,Motor,89.24,9000,D,Total Loss,L,OK,TN,Nashville,31,N,AGENT00224,Evelyn Ortiz,Arvada,CO,VNDR00083,"Kennedy, Benjamin and Young",Montgomery,AL
2020-12-22 00:00:00,TXN00005106,A00003490,PLC00004119,2011-01-19,2020-12-12,2020-12-15,Travel,59.88,2000,A,Total Loss,L,CT,CO,Grand Junction,45,N,AGENT00957,Sheryl Berry,Montgomery,AL,VNDR00204,Ray and Sons,Panama City,FL
2020-12-22 00:00:00,TXN00005107,A00000528,PLC00003702,2011-03-31,2020-12-20,2020-12-20,Property,134.29,38000,A,Total Loss,M,CA,AL,Montgomery,37,Y,AGENT00485,Peter Bailey,Anchorage,AK,,,,
2020-12-22 00:00:00,TXN00005108,A00009749,PLC00006842,2018-08-20,2020-12-10,2020-12-15,Travel,51.12,5000,A,Major Loss,M,AL,TN,Nashville,61,Y,AGENT00653,William Stewart,Montgomery,AL,VNDR00366,"Barnes, Mills and Hill",Wilmington,VT
2020-12-22 00:00:00,TXN00005109,A00003355,PLC00006795,2014-03-30,2020-12-03,2020-12-08,Travel,73.29,1000,A,Minor Loss,L,KY,VT,,32,Y,AGENT00330,Amy Ballance,Norman,OK,VNDR00186,Smith PLC,Anchorage,AK
2020-12-22 00:00:00,TXN00005110,A00001865,PLC00003548,2012-03-05,2020-12-16,2020-12-18,Motor,71.67,10000,A,Minor Loss,L,AL,KY,Louisville,29,Y,AGENT00811,Rebecca Harness,Hayward,CA,VNDR00535,French and Sons,San Leandro,CA
2020-12-22 00:00:00,TXN00005111,A00009005,PLC00009024,2012-09-22,2020-12-05,2020-12-10,Travel,59.29,2000,A,Total Loss,L,CA,CA,Fremont,56,Y,AGENT00734,Patrick Baptiste,Anchorage,AK,VNDR00532,"Duffy, Martinez and Jones",Glendale,AZ
